Transaction Type,Subtype,Sales Sequence,No,Date,Community,Property,Property Type,Unit,Bedrooms,Floor,Parking,Balcony Area,Size (Sqf),Land Size,Amount (AED),AED/Sqf,Developer
Sales - Ready,Delayed Sell,Primary,41-10218-2023,31-05-2023,Dubai Marina,Millennium Place (The One Dubai Marina By Wyndham),Serviced/Hotel Apartment,,0 B/R,,EU,,398.81,,1969000.0,4937.24,The First Group
Sales - Ready,Sale,Primary,11-15882-2023,25-05-2023,Dubai Marina,Opal Marina Tower,Apartment,202,2 B/R,2,B1-21,592.02,1901.03,,1721500.0,905.56,Mismak Properties
Sales - Ready,Sale,Primary,11-15885-2023,25-05-2023,Dubai Marina,Opal Marina Tower,Apartment,204,2 B/R,2,B1-27,592.02,1889.08,,1608300.0,851.37,Mismak Properties
Sales - Ready,Sale,Primary,11-15891-2023,25-05-2023,Dubai Marina,Opal Marina Tower,Apartment,205,2 B/R,2,B1-28,592.02,1889.08,,1653600.0,875.35,Mismak Properties
Sales - Ready,Sale,Primary,11-15897-2023,25-05-2023,Dubai Marina,Opal Marina Tower,Apartment,304,2 B/R,3,B2-4,657.03,1977.02,,1676200.0,847.84,Mismak Properties
Sales - Ready,Sale,Primary,11-15907-2023,25-05-2023,Dubai Marina,Opal Marina Tower,Apartment,501,2 B/R,5,B2-13,234.98,1546.14,,1420000.0,918.42,Mismak Properties
Sales - Ready,Sale,Primary,11-15904-2023,25-05-2023,Dubai Marina,Opal Marina Tower,Apartment,506,1 B/R,5,B2-18,162.0,1064.13,,1002300.0,941.9,Mismak Properties
Sales - Ready,Sale,Primary,11-15815-2023,24-05-2023,Dubai Marina,Opal Marina Tower,Apartment,101,2 B/R,1,B1-18,591.05,1898.66,,1721500.0,906.69,Mismak Properties
Sales - Ready,Sale,Primary,11-15848-2023,24-05-2023,Dubai Marina,Opal Marina Tower,Apartment,102,2 B/R,1,B1-19,591.05,1950.11,,1766800.0,906.0,Mismak Properties
Sales - Ready,Sale,Primary,11-15855-2023,24-05-2023,Dubai Marina,Opal Marina Tower,Apartment,201,2 B/R,2,B1-20,592.02,1901.03,,1721500.0,905.56,Mismak Properties
Sales - Ready,Delayed Sell,Primary,41-9245-2023,17-05-2023,Dubai Marina,Marina Arcade Tower,Apartment,2204,2 B/R,,UB-83,161.03,1598.67,,2271000.0,1420.56,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-14685-2023,16-05-2023,Dubai Marina,Marina Arcade Tower,Apartment,3002,2 B/R,,LB-71,124.22,1639.14,,2495850.0,1522.66,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-14712-2023,16-05-2023,Jumeirah Beach Residence,Bahar 2,Apartment,2502,4 B/R,25,"M-099, M-126",295.69,3005.95,,2600000.0,864.95,Dubai Properties
Sales - Ready,Sale,Primary,11-13837-2023,09-05-2023,Dubai Marina,Continental Tower,Apartment,2303,2 B/R,23,B2-35,172.01,1291.57,,1990000.0,1540.76,Dubai Continental Investment Group
Sales - Ready,Sale,Primary,11-13229-2023,04-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2806,1 B/R,28,B3-79,181.05,1083.07,,1049400.0,968.91,Mismak Properties
Sales - Ready,Delayed Sell,Primary,41-8187-2023,02-05-2023,Dubai Marina,Marina Arcade Tower,Apartment,3101,3 B/R,,"LB-34, LB-66",154.46,2410.06,,3416000.0,1417.39,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-12789-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1003,1 B/R,10,B2-45,162.0,1064.13,,897750.0,843.65,Mismak Properties
Sales - Ready,Sale,Primary,11-12739-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1005,2 B/R,10,B2-47,234.98,1536.35,,1308340.0,851.59,Mismak Properties
Sales - Ready,Sale,Primary,11-12945-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1101,2 B/R,11,B2-49,234.98,1546.14,,1462240.0,945.74,Mismak Properties
Sales - Ready,Sale,Primary,11-12740-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1103,1 B/R,11,B2-51,162.0,1064.13,,931000.0,874.89,Mismak Properties
Sales - Ready,Sale,Primary,11-12743-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1104,2 B/R,11,B2-52,234.98,1536.67,,1308340.0,851.41,Mismak Properties
Sales - Ready,Sale,Primary,11-12746-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1201,2 B/R,12,B2-55,234.98,1546.14,,1462240.0,945.74,Mismak Properties
Sales - Ready,Sale,Primary,11-12748-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1203,1 B/R,12,B2-57,162.0,1064.13,,931000.0,874.89,Mismak Properties
Sales - Ready,Sale,Primary,11-12881-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1204,2 B/R,12,B2-58,234.98,1536.67,,1337700.0,870.52,Mismak Properties
Sales - Ready,Sale,Primary,11-13000-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1303,1 B/R,13,B2-63,162.0,1064.13,,980000.0,920.94,Mismak Properties
Sales - Ready,Sale,Primary,11-12754-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1304,2 B/R,13,B2-64,234.98,1536.67,,1308340.0,851.41,Mismak Properties
Sales - Ready,Sale,Primary,11-12770-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1401,2 B/R,14,B2-67,234.98,1546.14,,1462240.0,945.74,Mismak Properties
Sales - Ready,Sale,Primary,11-12784-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1403,1 B/R,14,B2-69,162.0,1064.13,,931000.0,874.89,Mismak Properties
Sales - Ready,Sale,Primary,11-12790-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1404,2 B/R,14,B2-70,234.98,1536.67,,1308340.0,851.41,Mismak Properties
Sales - Ready,Sale,Primary,11-12793-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1503,1 B/R,15,B2-75,162.0,1064.13,,931000.0,874.89,Mismak Properties
Sales - Ready,Sale,Primary,11-12795-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1604,2 B/R,16,B3-5,234.98,1536.67,,1308340.0,851.41,Mismak Properties
Sales - Ready,Sale,Primary,11-12799-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1703,1 B/R,17,B3-10,162.0,1064.13,,931000.0,874.89,Mismak Properties
Sales - Ready,Sale,Primary,11-12798-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1704,2 B/R,17,B3-11,234.98,1536.67,,1308340.0,851.41,Mismak Properties
Sales - Ready,Sale,Primary,11-12794-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1705,2 B/R,17,B3-12,234.98,1536.35,,1352325.0,880.22,Mismak Properties
Sales - Ready,Sale,Primary,11-12787-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1803,1 B/R,18,B3-16,162.0,1064.13,,931000.0,874.89,Mismak Properties
Sales - Ready,Sale,Primary,11-12781-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1804,2 B/R,18,B3-17,234.98,1536.67,,1308340.0,851.41,Mismak Properties
Sales - Ready,Sale,Primary,11-12766-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1805,2 B/R,18,B3-18,234.98,1536.35,,1352325.0,880.22,Mismak Properties
Sales - Ready,Sale,Primary,11-12750-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1904,2 B/R,19,B3-23,234.98,1536.67,,1308340.0,851.41,Mismak Properties
Sales - Ready,Sale,Primary,11-12849-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,1905,2 B/R,19,B3-24,234.98,1536.35,,1352325.0,880.22,Mismak Properties
Sales - Ready,Sale,Primary,11-12773-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2003,1 B/R,20,B3-28,162.0,1064.13,,931000.0,874.89,Mismak Properties
Sales - Ready,Sale,Primary,11-12785-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2004,2 B/R,20,B3-29,234.98,1536.67,,1308340.0,851.41,Mismak Properties
Sales - Ready,Sale,Primary,11-12731-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,203,1 B/R,2,B1-22,169.96,1071.99,,897750.0,837.46,Mismak Properties
Sales - Ready,Sale,Primary,11-12737-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,206,1 B/R,2,B1-29,162.0,1064.13,,952185.0,894.8,Mismak Properties
Sales - Ready,Sale,Primary,11-12848-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2103,1 B/R,21,B3-34,162.0,1064.13,,953230.0,895.78,Mismak Properties
Sales - Ready,Sale,Primary,11-12791-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2104,2 B/R,21,B3-35,234.98,1536.67,,1352315.5,880.03,Mismak Properties
Sales - Ready,Sale,Primary,11-12792-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2105,2 B/R,21,B3-36,234.98,1536.35,,1396310.0,908.85,Mismak Properties
Sales - Ready,Sale,Primary,11-12797-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2301,2 B/R,23,B3-44,234.98,1546.14,,1552965.0,1004.41,Mismak Properties
Sales - Ready,Sale,Primary,11-13001-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2303,1 B/R,23,B3-46,162.0,1064.13,,1003400.0,942.93,Mismak Properties
Sales - Ready,Sale,Primary,11-12800-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2304,2 B/R,23,B3-47,234.98,1536.67,,1352315.5,880.03,Mismak Properties
Sales - Ready,Sale,Primary,11-12745-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2403,1 B/R,24,B3-52,162.0,1064.13,,953230.0,895.78,Mismak Properties
Sales - Ready,Sale,Primary,11-12749-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2503,1 B/R,25,B3-58,162.0,1064.13,,953230.0,895.78,Mismak Properties
Sales - Ready,Sale,Primary,11-12764-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2504,2 B/R,25,B3-59,234.98,1536.67,,1352315.5,880.03,Mismak Properties
Sales - Ready,Sale,Primary,11-12775-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2505,2 B/R,25,B3-60,234.98,1536.35,,1396310.0,908.85,Mismak Properties
Sales - Ready,Sale,Primary,11-12783-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2603,1 B/R,26,B3-64,162.0,1064.13,,953230.0,895.78,Mismak Properties
Sales - Ready,Sale,Primary,11-12788-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2604,2 B/R,26,B3-65,234.98,1536.67,,1352315.5,880.03,Mismak Properties
Sales - Ready,Sale,Primary,11-12852-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2703,1 B/R,27,B3-70,162.0,1064.13,,953230.0,895.78,Mismak Properties
Sales - Ready,Sale,Primary,11-12851-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2705,2 B/R,27,B3-72,234.98,1536.35,,1396310.0,908.85,Mismak Properties
Sales - Ready,Sale,Primary,11-12850-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,2803,1 B/R,28,B3-76,181.05,1083.07,,975365.0,900.55,Mismak Properties
Sales - Ready,Sale,Primary,11-12741-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,303,1 B/R,3,B2-3,162.0,1064.13,,897750.0,843.65,Mismak Properties
Sales - Ready,Sale,Primary,11-12752-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,401,2 B/R,4,B2-7,234.98,1546.14,,1371610.0,887.12,Mismak Properties
Sales - Ready,Sale,Primary,11-12786-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,404,2 B/R,4,B2-10,234.98,1536.67,,1264355.0,822.79,Mismak Properties
Sales - Ready,Sale,Primary,11-12796-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,405,2 B/R,4,B2-11,234.98,1536.35,,1308340.0,851.59,Mismak Properties
Sales - Ready,Sale,Primary,11-12808-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,406,1 B/R,4,B2-12,162.0,1064.13,,952185.0,894.8,Mismak Properties
Sales - Ready,Sale,Primary,11-12812-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,504,2 B/R,5,B2-16,234.98,1536.67,,1264355.0,822.79,Mismak Properties
Sales - Ready,Sale,Primary,11-12818-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,601,2 B/R,6,B2-19,234.98,1546.14,,1416925.0,916.43,Mismak Properties
Sales - Ready,Sale,Primary,11-12821-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,606,1 B/R,6,B2-24,162.0,1064.13,,952185.0,894.8,Mismak Properties
Sales - Ready,Sale,Primary,11-12822-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,704,2 B/R,7,B2-28,234.98,1536.67,,1264355.0,822.79,Mismak Properties
Sales - Ready,Sale,Primary,11-12824-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,705,2 B/R,7,B2-29,234.98,1536.35,,1308340.0,851.59,Mismak Properties
Sales - Ready,Sale,Primary,11-12744-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,803,1 B/R,8,B2-33,162.0,1064.13,,897750.0,843.65,Mismak Properties
Sales - Ready,Sale,Primary,11-12751-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,804,2 B/R,8,B2-34,234.98,1536.67,,1264355.0,822.79,Mismak Properties
Sales - Ready,Sale,Primary,11-12757-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,902,2 B/R,9,B2-38,234.98,1546.14,,1416925.0,916.43,Mismak Properties
Sales - Ready,Sale,Primary,11-12768-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,903,1 B/R,9,B2-39,162.0,1064.13,,897750.0,843.65,Mismak Properties
Sales - Ready,Sale,Primary,11-12782-2023,02-05-2023,Dubai Marina,Opal Marina Tower,Apartment,904,2 B/R,9,B2-40,234.98,1536.67,,1264355.0,822.79,Mismak Properties
Sales - Ready,Sale,Primary,11-12529-2023,30-04-2023,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,7104,2 B/R,71,B1-094,72.01,1464.55,,7500000.0,5121.03,Al Ain Properties
Sales - Ready,Sale,Primary,11-12528-2023,30-04-2023,Jumeirah Beach Residence,The Address Jumeirah Resort Tower 2,Serviced/Hotel Apartment,7106,1 B/R,71,B1-330,81.81,696.75,,3500000.0,5023.3,Al Ain Properties
Sales - Ready,Sale,Primary,11-11978-2023,25-04-2023,Jumeirah Beach Residence,Bahar 2,Apartment,2402,4 B/R,24,"M-096,B-108",295.69,3005.95,,3100000.0,1031.29,Dubai Properties
Sales - Ready,Sale,Primary,11-11752-2023,19-04-2023,Dubai Marina,Al Sahab 1,Apartment,803,2 B/R,8,176,44.02,1392.0,,2800000.0,2011.49,Emaar Properties PJSC
Sales - Ready,Sale,Primary,11-10918-2023,12-04-2023,Jumeirah Beach Residence,Al Fattan Marine Tower 2,Apartment,1702,3 B/R,17,B3-200,76.21,2172.61,,2050000.0,943.57,Al Fattan Proprerties LLC
Sales - Ready,Delayed Sell,Primary,41-6932-2023,07-04-2023,Dubai Marina,Marina Arcade Tower,Apartment,3202,2 B/R,,LB-53,,1514.93,,2215000.0,1462.12,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-6710-2023,05-04-2023,Dubai Marina,Marina Arcade Tower,Apartment,1706,3 B/R,,"LB-68, LB-69",,2091.23,,2490000.0,1190.69,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-6677-2023,04-04-2023,Dubai Marina,Marina Arcade Tower,Apartment,3601,3 B/R,,"UB-63, UB-64",154.46,2410.27,,3533000.0,1465.81,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-9944-2023,04-04-2023,Jumeirah Beach Residence,Sadaf 7,Apartment,P01,1 B/R,LP01,M383,1384.25,2700.04,,1650000.0,611.1,Dubai Properties
Sales - Ready,Delayed Sell,Primary,41-6430-2023,31-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,4003,2 B/R,,UB-53,161.03,1596.73,,2505000.0,1568.83,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-6371-2023,30-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,2003,2 B/R,,LB-88,79.12,1214.93,,1928000.0,1586.92,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-6331-2023,30-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,2702,2 B/R,,1F-50,75.35,1161.01,,1699000.0,1463.39,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-6390-2023,30-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,3904,3 B/R,,"G-54, G-55",190.63,2446.33,,3914000.0,1599.94,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-6238-2023,28-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,1806,2 B/R,,UB-93,,1342.38,,1943000.0,1447.43,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-6184-2023,28-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,203,1 B/R,,1F-2,,1679.51,,2002000.0,1192.02,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-6213-2023,28-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,3205,2 B/R,,LB-51,,1209.01,,1909000.0,1578.97,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-6240-2023,28-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,4002,2 B/R,,UB-54,161.03,1598.67,,2269164.0,1419.41,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-6244-2023,28-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,908,2 B/R,,UB-24,128.41,1653.24,,2155340.0,1303.7,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-6179-2023,27-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,1704,2 B/R,,UB-97,161.03,1598.67,,2158250.0,1350.03,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-9007-2023,27-03-2023,Jumeirah Beach Residence,Bahar 2,Apartment,1202,1 B/R,12,B-132,183.1,1528.92,,1700000.0,1111.9,Dubai Properties
Sales - Ready,Delayed Sell,Primary,41-6103-2023,24-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,1705,2 B/R,,UB-96,85.68,1618.58,,2499000.0,1543.94,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-6059-2023,24-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,2102,2 B/R,,1F-26,75.35,1161.97,,1850000.0,1592.12,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-6046-2023,24-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,2205,2 B/R,,UB-82,85.68,1618.58,,2596000.0,1603.87,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-6058-2023,24-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,2504,2 B/R,,UB-77,161.03,1598.67,,2290000.0,1432.44,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-6101-2023,24-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,3204,2 B/R,,LB-52,,1439.9,,2462000.0,1709.84,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-8877-2023,24-03-2023,Jumeirah Beach Residence,Al Fattan Marine Tower 2,Apartment,3601,2 B/R,36,B3-070,85.79,1652.81,,2150000.0,1300.81,Al Fattan Proprerties LLC
Sales - Ready,Delayed Sell,Primary,41-6031-2023,23-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,3104,2 B/R,,LB-54,,1221.93,,1866000.0,1527.09,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-8645-2023,23-03-2023,Jumeirah Beach Residence,Bahar 2,Apartment,1404,1 B/R,14,M-119,183.1,1528.92,,1580000.0,1033.41,Dubai Properties
Sales - Ready,Sale,Primary,11-8433-2023,22-03-2023,Jumeirah Beach Residence,Al Fattan Marine Tower 2,Apartment,3404,3 B/R,34,B2-176,88.05,2228.79,,2997700.0,1344.99,Al Fattan Proprerties LLC
Sales - Ready,Lease to Own Registration,Primary,110-105-2023,21-03-2023,Dubai Marina,Opal Marina Tower,Apartment,2302,2 B/R,23,B3-45,234.98,1546.14,,800250.0,517.58,Mismak Properties
Sales - Ready,Delayed Sell,Primary,41-5725-2023,20-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,2903,2 B/R,,LB-76,79.12,1214.29,,2111550.0,1738.92,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-8092-2023,20-03-2023,Dubai Marina,Millennium Place (The One Dubai Marina By Wyndham),Serviced/Hotel Apartment,,0 B/R,,EU,,419.15,,1495000.0,3566.74,The First Group
Sales - Ready,Sale,Primary,11-6738-2023,09-03-2023,Dubai Marina,Marina Park,Apartment,402,2 B/R,4,22B,96.98,1016.01,,600000.0,590.54,Bhatia General Contracting Co. LLC
Sales - Ready,Delayed Sell,Primary,41-4859-2023,07-03-2023,Dubai Marina,Marina Arcade Tower,Apartment,2805,2 B/R,,G-35,197.2,1632.79,,2441000.0,1494.99,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-6217-2023,06-03-2023,Dubai Marina,Damac Heights,Apartment,802,1 B/R,8,B5-20,131.64,836.15,,1510000.0,1805.9,Damac Properties
Sales - Ready,Sale,Primary,11-6071-2023,02-03-2023,Dubai Marina,LIV Residence,Apartment,1905,3 B/R,19,B1-P27,235.19,1764.54,,4899548.0,2776.67,LIV Real Estate Development
Sales - Ready,Sale,Primary,11-5941-2023,02-03-2023,Dubai Marina,Opal Marina Tower,Apartment,805,2 B/R,8,B2-35,234.98,1536.35,,1337000.0,870.25,Mismak Properties
Sales - Ready,Sale,Primary,11-5948-2023,02-03-2023,Jumeirah Beach Residence,Al Fattan Marine Tower 2,Apartment,2902,3 B/R,29,B3-075,77.07,2172.71,,2567800.0,1181.84,Al Fattan Proprerties LLC
Sales - Ready,Sale,Primary,11-5928-2023,01-03-2023,Dubai Marina,DEC Twin Towers 1,Apartment,T1-405,1 B/R,4,G-174,,749.17,,500000.0,667.4,Dheeraj East Coast L.L.C
Sales - Ready,Sale,Primary,11-5924-2023,01-03-2023,Jumeirah Beach Residence,Murjan 3,Apartment,501,3 B/R,5,B715- B716,62.0,2170.24,,3550000.0,1635.77,Dubai Properties
Sales - Ready,Sale,Primary,11-5930-2023,01-03-2023,Jumeirah Beach Residence,Sadaf 4,Apartment,602,3 B/R,6,B263/ B264,41.98,1797.37,,699000.0,388.9,Dubai Properties
Sales - Ready,Sale,Primary,11-5929-2023,01-03-2023,Jumeirah Beach Residence,Sadaf 7,Apartment,3803,1 B/R,38,G91,106.99,1205.46,,912050.0,756.6,Dubai Properties
Sales - Ready,Sale,Primary,11-5555-2023,27-02-2023,Dubai Marina,Marina Diamond Tower 5,Apartment,908,1 B/R,9,75 B1,69.0,707.95,,850000.0,1200.65,Diamond Developers
Sales - Ready,Sale,Primary,11-5532-2023,27-02-2023,Jumeirah Beach Residence,Bahar 2,Apartment,702,1 B/R,7,M-098,183.1,1528.92,,1585000.0,1036.68,Dubai Properties
Sales - Ready,Sale,Primary,11-5533-2023,27-02-2023,Jumeirah Beach Residence,Bahar 2,Apartment,902,1 B/R,9,B-105,183.1,1528.92,,1600000.0,1046.49,Dubai Properties
Sales - Ready,Sale,Primary,11-5346-2023,24-02-2023,Jumeirah Beach Residence,Rimal 1,Apartment,LP4,4 B/R,L,0,96.01,4191.29,,5050000.0,1204.88,Dubai Properties
Sales - Ready,Sale,Primary,11-5138-2023,23-02-2023,Dubai Marina,DEC Twin Towers 1,Apartment,T1-1004,1 B/R,10,G-166,65.01,823.45,,550000.0,667.92,Dheeraj East Coast L.L.C
Sales - Ready,Sale,Primary,11-5198-2023,23-02-2023,Dubai Marina,TFG Marina Hotel (Wyndham Dubai Marina),Serviced/Hotel Apartment,,0 B/R,,EU,,337.13,,1142246.0,3388.16,The First Group
Sales - Ready,Sale,Primary,11-5006-2023,22-02-2023,Dubai Marina,Marina Diamond Tower 2,Apartment,503,2 B/R,5,36 B1,59.96,963.06,,579714.0,601.95,Diamond Developers
Sales - Ready,Sale,Primary,11-4473-2023,16-02-2023,Dubai Marina,Marina Heights Tower,Apartment,302,2 B/R,3,P3-37,128.63,1647.21,,2000888.0,1214.71,SRG Properties
Sales - Ready,Sale,Primary,11-4431-2023,16-02-2023,Dubai Marina,Opal Marina Tower,Apartment,2203,1 B/R,22,B3-40,162.0,1064.13,,956872.0,899.21,Mismak Properties
Sales - Ready,Sale,Primary,11-4459-2023,16-02-2023,Jumeirah Beach Residence,Bahar 2,Apartment,102,1 B/R,1,B-115,183.1,1528.92,,1350000.0,882.98,Dubai Properties
Sales - Ready,Delayed Sell,Primary,41-3471-2023,15-02-2023,Dubai Marina,Marina Arcade Tower,Apartment,404,2 B/R,,UB-111,203.76,1641.4,,2159000.0,1315.34,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-4239-2023,14-02-2023,Jumeirah Beach Residence,Bahar 2,Apartment,1201,3 B/R,12,"M-101, M-118",100.21,2174.22,,3100000.0,1425.8,Dubai Properties
Sales - Ready,Delayed Sell,Primary,41-3286-2023,13-02-2023,Dubai Marina,Marina Arcade Tower,Apartment,3602,2 B/R,,UB-71,161.03,1598.67,,2121000.0,1326.73,Marina Arcade Real Estate LLC
Sales - Ready,Delayed Sell,Primary,41-3189-2023,10-02-2023,Dubai Marina,Marina Arcade Tower,Apartment,3604,3 B/R,,"UB-61, UB-65",154.46,2410.17,,3780000.0,1568.36,Marina Arcade Real Estate LLC
Sales - Ready,Sale,Primary,11-3552-2023,08-02-2023,Dubai Marina,Opal Marina Tower,Apartment,1006,1 B/R,10,B2-48,162.0,1064.13,,890000.0,836.36,Mismak Properties
Sales - Ready,Sale,Primary,11-3550-2023,08-02-2023,Dubai Marina,Opal Marina Tower,Apartment,1406,1 B/R,14,B2-72,162.0,1064.13,,940000.0,883.35,Mismak Properties
Sales - Ready,Sale,Primary,11-3551-2023,08-02-2023,Dubai Marina,Opal Marina Tower,Apartment,603,1 B/R,6,B2-21,162.0,1064.13,,849526.0,798.33,Mismak Properties
Sales - Ready,Sale,Primary,11-3262-2023,06-02-2023,Dubai Marina,Opal Marina Tower,Apartment,1202,2 B/R,12,B2-56,234.98,1546.14,,1350000.0,873.14,Mismak Properties
Sales - Ready,Sale,Primary,11-3010-2023,02-02-2023,Dubai Marina,Opal Marina Tower,Apartment,1301,2 B/R,13,B2-61,234.98,1546.14,,1366904.0,884.07,Mismak Properties
Sales - Ready,Sale,Primary,11-2993-2023,02-02-2023,Dubai Marina,Opal Marina Tower,Apartment,1903,1 B/R,19,B3-22,162.0,1064.13,,980000.0,920.94,Mismak Properties
Sales - Ready,Sale,Primary,11-3037-2023,02-02-2023,Dubai Marina,Opal Marina Tower,Apartment,605,2 B/R,6,B2-23,234.98,1536.35,,1236100.0,804.57,Mismak Properties
